"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2013 in 1000 USD ","2014 in 1000 USD ","2015 in 1000 USD ","2016 in 1000 USD "
"H4","ARG","401194","Argentina","WLD"," World","Export",6,381.538,537.018,516.71,437.88
"H4","ARG","401199","Argentina","WLD"," World","Export",6,5243.131,4431.787,4610.635,6229.745
"H4","ARG","401219","Argentina","WLD"," World","Export",6,,,4.434,
"H4","ARG","401220","Argentina","WLD"," World","Export",6,0.481,0.083,27.763,
"H4","ARG","401290","Argentina","WLD"," World","Export",6,4550.521,3928.025,2601.575,2592.724
"H4","ARG","401310","Argentina","WLD"," World","Export",6,0.405,0.638,0.08,0.298
"H4","ARG","401390","Argentina","WLD"," World","Export",6,7.947,1.726,0.676,1.875
"H4","ARG","401410","Argentina","WLD"," World","Export",6,435.686,230.424,216.957,209.66
"H4","ARG","401490","Argentina","WLD"," World","Export",6,832.344,798.836,726.841,799.405
"H4","ARG","401511","Argentina","WLD"," World","Export",6,,,17.927,29.5
"H4","ARG","401519","Argentina","WLD"," World","Export",6,281.653,91.265,258.456,31.612
"H4","ARG","401590","Argentina","WLD"," World","Export",6,10.342,0.728,0.918,0.088
"H4","ARG","401610","Argentina","WLD"," World","Export",6,258.517,193.391,253.158,210.411
"H4","ARG","401691","Argentina","WLD"," World","Export",6,602.917,945.752,1251.479,792.776
"H4","ARG","401692","Argentina","WLD"," World","Export",6,0.498,0.053,,
"H4","ARG","401693","Argentina","WLD"," World","Export",6,8344.449,6689.232,5312.77,5084.023
"H4","ARG","401694","Argentina","WLD"," World","Export",6,0.045,44.181,7.535,6.163
"H4","ARG","401695","Argentina","WLD"," World","Export",6,13865.862,13972.791,10461.136,12450.099
"H4","ARG","401699","Argentina","WLD"," World","Export",6,8544.472,6886.121,6530.424,6143.729
"H4","ARG","401700","Argentina","WLD"," World","Export",6,60.709,94.872,239.867,19.26
"H4","ARG","410120","Argentina","WLD"," World","Export",6,272.276,145.537,540.05,490.684
"H4","ARG","410150","Argentina","WLD"," World","Export",6,7857.218,800.25,1071.004,2309.466
"H4","ARG","410190","Argentina","WLD"," World","Export",6,101.446,54.879,28.156,51.2
"H4","ARG","410210","Argentina","WLD"," World","Export",6,2587.659,527.049,279.731,898.484
"H4","ARG","410320","Argentina","WLD"," World","Export",6,39.898,85.511,225.748,96.745
"H4","ARG","410390","Argentina","WLD"," World","Export",6,365.201,323.617,170.681,596.261
"H4","ARG","410411","Argentina","WLD"," World","Export",6,96.706,39.597,10.971,2045.079
"H4","ARG","410419","Argentina","WLD"," World","Export",6,119061.048,152957.959,102228.632,87220.646
"H4","ARG","410441","Argentina","WLD"," World","Export",6,467094.497,491258.521,452641.847,377719.703
"H4","ARG","410449","Argentina","WLD"," World","Export",6,67743.325,100386.652,78717.084,70988.638
"H4","ARG","410510","Argentina","WLD"," World","Export",6,0.018,1.238,,
"H4","ARG","410622","Argentina","WLD"," World","Export",6,,,0.049,
"H4","ARG","410640","Argentina","WLD"," World","Export",6,1375.623,1634.286,1743.3,2219.57
"H4","ARG","410691","Argentina","WLD"," World","Export",6,34.6,13,83.16,199.53
"H4","ARG","410692","Argentina","WLD"," World","Export",6,,8,2.728,8.5
"H4","ARG","410711","Argentina","WLD"," World","Export",6,73.322,8.718,1.081,1.2
"H4","ARG","410712","Argentina","WLD"," World","Export",6,57809.359,47164.636,35087.719,22149.056
"H4","ARG","410719","Argentina","WLD"," World","Export",6,56733.595,37421.97,22014.866,30252.824
"H4","ARG","410791","Argentina","WLD"," World","Export",6,48278.603,41189.62,32402.373,17476.874
"H4","ARG","410792","Argentina","WLD"," World","Export",6,78822.169,121645.435,91412.394,97788.301
"H4","ARG","410799","Argentina","WLD"," World","Export",6,6749.778,6259.893,4531.574,1531.087
"H4","ARG","411200","Argentina","WLD"," World","Export",6,,,,59.624
"H4","ARG","411310","Argentina","WLD"," World","Export",6,0.203,2.396,16.292,
"H4","ARG","411320","Argentina","WLD"," World","Export",6,,0.701,,
"H4","ARG","411330","Argentina","WLD"," World","Export",6,306.581,335.814,273.092,344.943
"H4","ARG","411390","Argentina","WLD"," World","Export",6,,,0.01,
"H4","ARG","411410","Argentina","WLD"," World","Export",6,81.433,104.658,113.253,230.697
"H4","ARG","411420","Argentina","WLD"," World","Export",6,61.891,79.32,71.216,38.848
"H4","ARG","411510","Argentina","WLD"," World","Export",6,1077.356,681.076,298.364,431.805
"H4","ARG","411520","Argentina","WLD"," World","Export",6,278.827,69.53,114.661,51.279
"H4","ARG","420100","Argentina","WLD"," World","Export",6,11488.307,10115.541,8321.836,9090.972
"H4","ARG","420211","Argentina","WLD"," World","Export",6,83.895,44.416,32.444,29.041
"H4","ARG","420212","Argentina","WLD"," World","Export",6,238.103,156.089,224.551,217.219
"H4","ARG","420219","Argentina","WLD"," World","Export",6,22.496,17.231,7.9,5.987
"H4","ARG","420221","Argentina","WLD"," World","Export",6,3637.216,2810.747,2614.625,2733.835
"H4","ARG","420222","Argentina","WLD"," World","Export",6,503.42,389.967,327.294,144.409
"H4","ARG","420229","Argentina","WLD"," World","Export",6,20.188,6.073,1.936,2.502
"H4","ARG","420231","Argentina","WLD"," World","Export",6,480.541,473.122,393.762,956.754
"H4","ARG","420232","Argentina","WLD"," World","Export",6,59.696,111.287,116.903,26.831
"H4","ARG","420239","Argentina","WLD"," World","Export",6,4.439,14.452,3.91,0.559
"H4","ARG","420291","Argentina","WLD"," World","Export",6,1194.478,383.426,448.467,273.882
"H4","ARG","420292","Argentina","WLD"," World","Export",6,628.348,504.257,805.253,494.351
"H4","ARG","420299","Argentina","WLD"," World","Export",6,399.766,326.051,150.624,171.142
"H4","ARG","420310","Argentina","WLD"," World","Export",6,3184.796,2881.327,1331.552,584.94
"H4","ARG","420321","Argentina","WLD"," World","Export",6,1.309,14.686,0.125,
"H4","ARG","420329","Argentina","WLD"," World","Export",6,36.334,46.49,13.098,42.746
"H4","ARG","420330","Argentina","WLD"," World","Export",6,2679.557,2186.923,990.491,908.42
"H4","ARG","420340","Argentina","WLD"," World","Export",6,42.704,14.772,9.378,1.932
"H4","ARG","420500","Argentina","WLD"," World","Export",6,4234.558,3867.327,3048.489,4815.937
"H4","ARG","420600","Argentina","WLD"," World","Export",6,316.44,380.495,472.512,614.228
"H4","ARG","430110","Argentina","WLD"," World","Export",6,1536.788,667.169,117.36,1257.445
"H4","ARG","430160","Argentina","WLD"," World","Export",6,79.115,113.365,,
"H4","ARG","430180","Argentina","WLD"," World","Export",6,1850.943,857.095,617.218,771.616
"H4","ARG","430190","Argentina","WLD"," World","Export",6,,,,16.944
"H4","ARG","430211","Argentina","WLD"," World","Export",6,30.121,,,
"H4","ARG","430219","Argentina","WLD"," World","Export",6,34855.116,38056.638,34580.168,27569.972
"H4","ARG","430220","Argentina","WLD"," World","Export",6,706.53,481.129,1018.693,908.585
"H4","ARG","430230","Argentina","WLD"," World","Export",6,1859.52,1082.436,577.228,458.105
"H4","ARG","430310","Argentina","WLD"," World","Export",6,179.506,185.9,22.87,88.429
"H4","ARG","430390","Argentina","WLD"," World","Export",6,3311.422,3153.257,3154.328,2020.015
"H4","ARG","430400","Argentina","WLD"," World","Export",6,,0.291,,0.693
"H4","ARG","440110","Argentina","WLD"," World","Export",6,15.641,8,10,10.004
"H4","ARG","440121","Argentina","WLD"," World","Export",6,,0.397,0.412,
"H4","ARG","440122","Argentina","WLD"," World","Export",6,6.06,4.803,17.891,11.321
"H4","ARG","440131","Argentina","WLD"," World","Export",6,1339.203,978.249,849.654,382.751
"H4","ARG","440139","Argentina","WLD"," World","Export",6,386.321,449.828,324.155,179.939
"H4","ARG","440290","Argentina","WLD"," World","Export",6,26362.07,23450.674,20004.579,19056.882
"H4","ARG","440310","Argentina","WLD"," World","Export",6,6.02,170.978,138.846,13.032
"H4","ARG","440399","Argentina","WLD"," World","Export",6,2395.269,3501.706,802.468,689.586
"H4","ARG","440500","Argentina","WLD"," World","Export",6,4.48,,1.325,
"H4","ARG","440610","Argentina","WLD"," World","Export",6,,57,23.643,
"H4","ARG","440690","Argentina","WLD"," World","Export",6,46.802,109.14,507.503,455.535
"H4","ARG","440710","Argentina","WLD"," World","Export",6,34713.632,39299.255,25696.319,23981.416
"H4","ARG","440722","Argentina","WLD"," World","Export",6,0.035,,,
"H4","ARG","440729","Argentina","WLD"," World","Export",6,135.124,,0.708,
"H4","ARG","440799","Argentina","WLD"," World","Export",6,1343.85,1498.567,1023.091,814.85
"H4","ARG","440810","Argentina","WLD"," World","Export",6,691.091,220.499,61.454,68.31
"H4","ARG","440839","Argentina","WLD"," World","Export",6,503.013,551.963,150.413,61.005
"H4","ARG","440890","Argentina","WLD"," World","Export",6,328.061,564.875,536.831,203.701
"H4","ARG","440910","Argentina","WLD"," World","Export",6,23656.02,23388.628,20313.736,18995.269
"H4","ARG","440929","Argentina","WLD"," World","Export",6,788.011,776.843,414.904,83.033
"H4","ARG","441011","Argentina","WLD"," World","Export",6,8841.537,8977.885,4748.869,3219.073
"H4","ARG","441012","Argentina","WLD"," World","Export",6,0.31,2.701,,0.793
"H4","ARG","441019","Argentina","WLD"," World","Export",6,109.105,171.708,52.849,10.184
"H4","ARG","441090","Argentina","WLD"," World","Export",6,24.717,36.849,8.181,3.669
"H4","ARG","441112","Argentina","WLD"," World","Export",6,2692.685,2069.078,1472.175,1277.089
"H4","ARG","441113","Argentina","WLD"," World","Export",6,10233.172,9558.93,5894.657,4182.341
"H4","ARG","441114","Argentina","WLD"," World","Export",6,64969.031,48077.516,27970.661,22653.063
"H4","ARG","441192","Argentina","WLD"," World","Export",6,5877.632,5668.986,3365.58,3601.761
"H4","ARG","441193","Argentina","WLD"," World","Export",6,,,10.486,
"H4","ARG","441194","Argentina","WLD"," World","Export",6,0.321,0.058,70.636,45.232
"H4","ARG","441231","Argentina","WLD"," World","Export",6,0.185,0.199,,
"H4","ARG","441232","Argentina","WLD"," World","Export",6,1578.75,7896.293,9296.448,1044.379
"H4","ARG","441239","Argentina","WLD"," World","Export",6,208.748,33.312,,0.674
"H4","ARG","441299","Argentina","WLD"," World","Export",6,1855.892,1310.025,1000.355,619.8
"H4","ARG","441300","Argentina","WLD"," World","Export",6,24.283,,0.26,0.95
"H4","ARG","441400","Argentina","WLD"," World","Export",6,18.595,8.309,8.559,17.107
"H4","ARG","441510","Argentina","WLD"," World","Export",6,373.959,178.452,209.867,139.001
"H4","ARG","441520","Argentina","WLD"," World","Export",6,661.777,1335.153,1309.377,1449.75
"H4","ARG","441600","Argentina","WLD"," World","Export",6,306.969,425.205,950.086,157.443
"H4","ARG","441700","Argentina","WLD"," World","Export",6,180.275,332.484,66.858,8.235
"H4","ARG","441810","Argentina","WLD"," World","Export",6,70.37,224.404,230.91,16.256
"H4","ARG","441820","Argentina","WLD"," World","Export",6,667.22,879.431,697.207,349.842
"H4","ARG","441850","Argentina","WLD"," World","Export",6,,,54.379,
"H4","ARG","441860","Argentina","WLD"," World","Export",6,0.286,14.483,31.553,36.61
"H4","ARG","441871","Argentina","WLD"," World","Export",6,1.154,,4.064,
"H4","ARG","441872","Argentina","WLD"," World","Export",6,,,,1.966
"H4","ARG","441879","Argentina","WLD"," World","Export",6,16.467,14.68,43.182,7.622
"H4","ARG","441890","Argentina","WLD"," World","Export",6,689.043,228.395,32.088,40.864
"H4","ARG","441900","Argentina","WLD"," World","Export",6,104.547,46.623,48.053,66.352
"H4","ARG","442010","Argentina","WLD"," World","Export",6,40.406,39.279,45.281,13.816
"H4","ARG","442090","Argentina","WLD"," World","Export",6,106.595,35.335,25.11,79.578
"H4","ARG","442110","Argentina","WLD"," World","Export",6,48.913,33.625,20.439,20.236
"H4","ARG","442190","Argentina","WLD"," World","Export",6,5109.41,4325.736,4802.267,4566.134
"H4","ARG","450200","Argentina","WLD"," World","Export",6,,,0.123,
"H4","ARG","450310","Argentina","WLD"," World","Export",6,311.348,739.411,35.608,584.119
"H4","ARG","450390","Argentina","WLD"," World","Export",6,2.775,2.395,0.053,1.351
"H4","ARG","450410","Argentina","WLD"," World","Export",6,6.354,1.887,7.245,0.473
"H4","ARG","450490","Argentina","WLD"," World","Export",6,640.072,327.959,236.271,191.905
"H4","ARG","460129","Argentina","WLD"," World","Export",6,4.684,,,
"H4","ARG","460192","Argentina","WLD"," World","Export",6,0.081,,,
"H4","ARG","460194","Argentina","WLD"," World","Export",6,3.617,7.761,6.623,1.968
"H4","ARG","460199","Argentina","WLD"," World","Export",6,1.22,,,0.238
"H4","ARG","460211","Argentina","WLD"," World","Export",6,2.494,0.129,0.093,
"H4","ARG","460212","Argentina","WLD"," World","Export",6,1.273,0.115,3.148,
"H4","ARG","460219","Argentina","WLD"," World","Export",6,72.609,10.267,14.462,2.037
"H4","ARG","460290","Argentina","WLD"," World","Export",6,9.998,9.905,4.731,0.904
"H4","ARG","470311","Argentina","WLD"," World","Export",6,0.486,,,
"H4","ARG","470321","Argentina","WLD"," World","Export",6,135281.574,137761.448,128169.258,112238.564
"H4","ARG","470610","Argentina","WLD"," World","Export",6,3.218,,,
"H4","ARG","470620","Argentina","WLD"," World","Export",6,0.86,1.96,2.94,
"H4","ARG","470691","Argentina","WLD"," World","Export",6,5.998,,6.027,3.528
"H4","ARG","470710","Argentina","WLD"," World","Export",6,,,11.578,
"H4","ARG","470730","Argentina","WLD"," World","Export",6,56.559,96.702,101.553,26.781
"H4","ARG","470790","Argentina","WLD"," World","Export",6,92.217,0.239,0.929,
"H4","ARG","480100","Argentina","WLD"," World","Export",6,122.036,61.567,,250.167
"H4","ARG","480210","Argentina","WLD"," World","Export",6,0.569,,,
"H4","ARG","480220","Argentina","WLD"," World","Export",6,15.992,11.035,5.583,12.062
"H4","ARG","480240","Argentina","WLD"," World","Export",6,6.04,5.286,8.522,3.131
"H4","ARG","480254","Argentina","WLD"," World","Export",6,,0.241,1.001,1.216
"H4","ARG","480255","Argentina","WLD"," World","Export",6,11772.854,5238.206,2695.582,3668.297
"H4","ARG","480256","Argentina","WLD"," World","Export",6,24922.611,19652.703,14539.977,21044.303
"H4","ARG","480257","Argentina","WLD"," World","Export",6,5766.394,4839.288,2429.203,2008.834
"H4","ARG","480258","Argentina","WLD"," World","Export",6,7.456,1.07,17.709,
"H4","ARG","480261","Argentina","WLD"," World","Export",6,0.41,,30.6,0.678
"H4","ARG","480262","Argentina","WLD"," World","Export",6,0.215,0.002,,
"H4","ARG","480269","Argentina","WLD"," World","Export",6,1.65,0.129,,
"H4","ARG","480300","Argentina","WLD"," World","Export",6,6634.79,4954.354,8613.018,12429.57
"H4","ARG","480411","Argentina","WLD"," World","Export",6,301.715,424.174,682.13,1483.466
"H4","ARG","480419","Argentina","WLD"," World","Export",6,18.544,11.397,13.239,13.655
"H4","ARG","480421","Argentina","WLD"," World","Export",6,1208.071,242.17,1083.193,1903.726
"H4","ARG","480429","Argentina","WLD"," World","Export",6,,,3,
"H4","ARG","480431","Argentina","WLD"," World","Export",6,1100.332,1068.632,404.811,1140.736
"H4","ARG","480439","Argentina","WLD"," World","Export",6,71.689,39.214,92.383,112.594
"H4","ARG","480441","Argentina","WLD"," World","Export",6,0.56,,0.078,
"H4","ARG","480449","Argentina","WLD"," World","Export",6,9.53,10.643,3.944,
"H4","ARG","480459","Argentina","WLD"," World","Export",6,6.89,4.319,,
"H4","ARG","480511","Argentina","WLD"," World","Export",6,288.73,576.033,300.701,154.016
"H4","ARG","480519","Argentina","WLD"," World","Export",6,3703.998,2896.877,2215.896,651.062
"H4","ARG","480524","Argentina","WLD"," World","Export",6,934.741,82.532,69.679,95.444
"H4","ARG","480525","Argentina","WLD"," World","Export",6,601.935,159.37,201.219,64.78
"H4","ARG","480530","Argentina","WLD"," World","Export",6,296.832,233.241,232.437,84.249
"H4","ARG","480540","Argentina","WLD"," World","Export",6,9.493,7.835,9.801,23.752
"H4","ARG","480591","Argentina","WLD"," World","Export",6,52.773,72.102,53.53,57.299
"H4","ARG","480592","Argentina","WLD"," World","Export",6,7.313,33.818,0.041,5.45
"H4","ARG","480593","Argentina","WLD"," World","Export",6,213.802,172.783,176.006,73.057
"H4","ARG","480610","Argentina","WLD"," World","Export",6,0.004,,,
"H4","ARG","480620","Argentina","WLD"," World","Export",6,16.554,,,0.216
"H4","ARG","480630","Argentina","WLD"," World","Export",6,7.283,2.909,2.972,8.52
"H4","ARG","480640","Argentina","WLD"," World","Export",6,1.191,1.648,0.52,0.601
"H4","ARG","480700","Argentina","WLD"," World","Export",6,94.233,115.787,139.204,122.231
"H4","ARG","480810","Argentina","WLD"," World","Export",6,1831.02,2421.074,3833.779,2383.385
"H4","ARG","480840","Argentina","WLD"," World","Export",6,112.059,139.028,191.178,103.107
"H4","ARG","480890","Argentina","WLD"," World","Export",6,524.84,445.4,228.42,216.656
"H4","ARG","480990","Argentina","WLD"," World","Export",6,33.484,40.021,39.136,22.428
"H4","ARG","481013","Argentina","WLD"," World","Export",6,5.692,9.172,31.023,4.976
"H4","ARG","481014","Argentina","WLD"," World","Export",6,,0.002,0.219,
"H4","ARG","481019","Argentina","WLD"," World","Export",6,22.241,,,
"H4","ARG","481022","Argentina","WLD"," World","Export",6,,34.142,23.374,
"H4","ARG","481029","Argentina","WLD"," World","Export",6,2492.492,1759.971,1071.897,917.67
"H4","ARG","481031","Argentina","WLD"," World","Export",6,4.527,26.778,85.875,65.047
"H4","ARG","481039","Argentina","WLD"," World","Export",6,1192.761,251.691,441.218,115.357
"H4","ARG","481092","Argentina","WLD"," World","Export",6,338.675,27.025,73.362,5.751
