"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2013 in 1000 USD ","2014 in 1000 USD ","2015 in 1000 USD ","2016 in 1000 USD "
"H4","ARG","610620","Argentina","WLD"," World","Export",6,739.158,849.712,1907.265,876.275
"H4","ARG","610690","Argentina","WLD"," World","Export",6,37.77,28.112,56.393,35.605
"H4","ARG","610711","Argentina","WLD"," World","Export",6,3659.125,3497.201,1889.492,1420.549
"H4","ARG","610712","Argentina","WLD"," World","Export",6,1815.001,2005.208,937.637,376.853
"H4","ARG","610719","Argentina","WLD"," World","Export",6,3.023,0.061,,
"H4","ARG","610721","Argentina","WLD"," World","Export",6,17.341,26.31,5.732,8.193
"H4","ARG","610722","Argentina","WLD"," World","Export",6,13.299,,0.022,
"H4","ARG","610791","Argentina","WLD"," World","Export",6,4.167,0.279,1.021,0.204
"H4","ARG","610799","Argentina","WLD"," World","Export",6,8.664,,,
"H4","ARG","610811","Argentina","WLD"," World","Export",6,12.178,5.246,3.663,
"H4","ARG","610819","Argentina","WLD"," World","Export",6,0.729,,,0.191
"H4","ARG","610821","Argentina","WLD"," World","Export",6,404.728,179.626,146.078,121.847
"H4","ARG","610822","Argentina","WLD"," World","Export",6,629.275,485.643,387.786,266.399
"H4","ARG","610829","Argentina","WLD"," World","Export",6,2.294,0.858,,
"H4","ARG","610831","Argentina","WLD"," World","Export",6,126.947,106.592,53.22,36.11
"H4","ARG","610832","Argentina","WLD"," World","Export",6,177.34,140.221,155.574,178.631
"H4","ARG","610839","Argentina","WLD"," World","Export",6,0.426,0.528,0.16,0.027
"H4","ARG","610891","Argentina","WLD"," World","Export",6,3.82,2.807,1.349,3.055
"H4","ARG","610892","Argentina","WLD"," World","Export",6,33.785,16.605,13.639,19.445
"H4","ARG","610899","Argentina","WLD"," World","Export",6,0.451,0.761,,
"H4","ARG","610910","Argentina","WLD"," World","Export",6,7614.417,6342.851,5934.314,2452.236
"H4","ARG","610990","Argentina","WLD"," World","Export",6,4300.423,3106.921,3241.449,1867.538
"H4","ARG","611011","Argentina","WLD"," World","Export",6,880.056,503.628,233.223,166.719
"H4","ARG","611012","Argentina","WLD"," World","Export",6,9.884,1.629,14.832,5.399
"H4","ARG","611019","Argentina","WLD"," World","Export",6,36.92,17.333,2.966,8.192
"H4","ARG","611020","Argentina","WLD"," World","Export",6,4269.175,4229.71,4293.694,1597.764
"H4","ARG","611030","Argentina","WLD"," World","Export",6,3204.173,2965.005,2872.193,1359.988
"H4","ARG","611090","Argentina","WLD"," World","Export",6,37.399,53.635,9.797,8.232
"H4","ARG","611120","Argentina","WLD"," World","Export",6,1833.252,1254.275,877.993,407.016
"H4","ARG","611130","Argentina","WLD"," World","Export",6,359.304,308.244,275.168,89.43
"H4","ARG","611190","Argentina","WLD"," World","Export",6,9.316,20.641,5.539,3.774
"H4","ARG","611211","Argentina","WLD"," World","Export",6,,0.025,10.605,0.407
"H4","ARG","611212","Argentina","WLD"," World","Export",6,91.164,12.581,231.665,0.353
"H4","ARG","611219","Argentina","WLD"," World","Export",6,,0.107,,
"H4","ARG","611220","Argentina","WLD"," World","Export",6,0.967,3.046,2.4,1.471
"H4","ARG","611231","Argentina","WLD"," World","Export",6,54.798,57.233,1.225,14.335
"H4","ARG","611239","Argentina","WLD"," World","Export",6,1.097,1.149,3.732,1.077
"H4","ARG","611241","Argentina","WLD"," World","Export",6,619.737,468.309,357.534,449.426
"H4","ARG","611249","Argentina","WLD"," World","Export",6,8.626,1.322,2.108,6.091
"H4","ARG","611300","Argentina","WLD"," World","Export",6,19.04,15.414,28.886,9.208
"H4","ARG","611420","Argentina","WLD"," World","Export",6,279.317,219.652,182.324,111.286
"H4","ARG","611430","Argentina","WLD"," World","Export",6,643.847,515.634,343.329,229.787
"H4","ARG","611490","Argentina","WLD"," World","Export",6,13.903,6.187,2.467,1.409
"H4","ARG","611510","Argentina","WLD"," World","Export",6,401.134,221.028,135.358,76.463
"H4","ARG","611521","Argentina","WLD"," World","Export",6,268.296,172.256,60.274,33.613
"H4","ARG","611522","Argentina","WLD"," World","Export",6,51.662,26.812,20.316,7.848
"H4","ARG","611529","Argentina","WLD"," World","Export",6,52.004,37.938,39.09,55.945
"H4","ARG","611530","Argentina","WLD"," World","Export",6,51.886,206.134,31.227,13.674
"H4","ARG","611594","Argentina","WLD"," World","Export",6,6.714,3.516,1.839,
"H4","ARG","611595","Argentina","WLD"," World","Export",6,5892.586,2892.086,2531.061,1994.364
"H4","ARG","611596","Argentina","WLD"," World","Export",6,237.593,205.695,203.992,108.14
"H4","ARG","611599","Argentina","WLD"," World","Export",6,2.446,1.664,0.145,0.236
"H4","ARG","611610","Argentina","WLD"," World","Export",6,241.397,284.689,133.039,91.839
"H4","ARG","611691","Argentina","WLD"," World","Export",6,10.328,0.378,0.873,0.7
"H4","ARG","611692","Argentina","WLD"," World","Export",6,138.263,106.647,76.927,62.934
"H4","ARG","611693","Argentina","WLD"," World","Export",6,272.713,285.766,236.908,289.447
"H4","ARG","611699","Argentina","WLD"," World","Export",6,3.048,1.279,0.008,27.126
"H4","ARG","611710","Argentina","WLD"," World","Export",6,269.674,81.493,76.035,55.144
"H4","ARG","611780","Argentina","WLD"," World","Export",6,95.405,77.925,62.985,48.005
"H4","ARG","611790","Argentina","WLD"," World","Export",6,0.194,4.37,3.535,4.138
"H4","ARG","620111","Argentina","WLD"," World","Export",6,93.492,114.838,13.696,7.424
"H4","ARG","620112","Argentina","WLD"," World","Export",6,51.244,84.839,22.734,39.872
"H4","ARG","620113","Argentina","WLD"," World","Export",6,1318.831,644.543,462.056,43.453
"H4","ARG","620119","Argentina","WLD"," World","Export",6,0.2,0.6,,
"H4","ARG","620191","Argentina","WLD"," World","Export",6,2.991,24.33,9.597,1.855
"H4","ARG","620192","Argentina","WLD"," World","Export",6,323.208,234.31,108.835,18.159
"H4","ARG","620193","Argentina","WLD"," World","Export",6,520.81,163.504,599.842,47.418
"H4","ARG","620199","Argentina","WLD"," World","Export",6,3.416,0.929,4.834,0.441
"H4","ARG","620211","Argentina","WLD"," World","Export",6,184.907,159.322,162.46,84.814
"H4","ARG","620212","Argentina","WLD"," World","Export",6,91.111,97.114,74.472,51.729
"H4","ARG","620213","Argentina","WLD"," World","Export",6,335.165,212.205,215.995,105.462
"H4","ARG","620219","Argentina","WLD"," World","Export",6,6.102,8.064,1.1,55.013
"H4","ARG","620291","Argentina","WLD"," World","Export",6,43.284,29.307,9.408,1.927
"H4","ARG","620292","Argentina","WLD"," World","Export",6,168.216,143.387,75.625,56.04
"H4","ARG","620293","Argentina","WLD"," World","Export",6,282.086,192.454,506.111,94.3
"H4","ARG","620299","Argentina","WLD"," World","Export",6,8.33,2.622,15.598,11.002
"H4","ARG","620311","Argentina","WLD"," World","Export",6,235.628,61.421,13.467,2.721
"H4","ARG","620312","Argentina","WLD"," World","Export",6,25.983,234.648,116.438,
"H4","ARG","620319","Argentina","WLD"," World","Export",6,2.747,5.328,,1.822
"H4","ARG","620322","Argentina","WLD"," World","Export",6,3.089,1.54,,
"H4","ARG","620323","Argentina","WLD"," World","Export",6,692.246,104.528,175.289,255.426
"H4","ARG","620331","Argentina","WLD"," World","Export",6,149.245,202.444,2.796,6.028
"H4","ARG","620332","Argentina","WLD"," World","Export",6,41.859,88.678,27.567,13.076
"H4","ARG","620333","Argentina","WLD"," World","Export",6,119.442,177.4,33.283,89.514
"H4","ARG","620339","Argentina","WLD"," World","Export",6,62.494,104.922,4.257,56.841
"H4","ARG","620341","Argentina","WLD"," World","Export",6,39.21,96.297,2.622,8.269
"H4","ARG","620342","Argentina","WLD"," World","Export",6,3757.96,2750.168,1734.371,403.236
"H4","ARG","620343","Argentina","WLD"," World","Export",6,888.335,708.604,721.282,116.372
"H4","ARG","620349","Argentina","WLD"," World","Export",6,63.382,23.431,8.954,11.647
"H4","ARG","620411","Argentina","WLD"," World","Export",6,0.781,,,
"H4","ARG","620412","Argentina","WLD"," World","Export",6,0.2,0.05,,0.144
"H4","ARG","620413","Argentina","WLD"," World","Export",6,7.99,,0.83,
"H4","ARG","620419","Argentina","WLD"," World","Export",6,0.402,0.335,0.257,0.761
"H4","ARG","620421","Argentina","WLD"," World","Export",6,,,,0.228
"H4","ARG","620422","Argentina","WLD"," World","Export",6,0.873,0.441,0.198,0.194
"H4","ARG","620423","Argentina","WLD"," World","Export",6,34.465,9.564,19.243,16.122
"H4","ARG","620429","Argentina","WLD"," World","Export",6,1.214,1.722,,
"H4","ARG","620431","Argentina","WLD"," World","Export",6,113.515,39.645,21.839,16.912
"H4","ARG","620432","Argentina","WLD"," World","Export",6,269.757,128.918,113.49,78.819
"H4","ARG","620433","Argentina","WLD"," World","Export",6,237.612,235.764,135.77,98.013
"H4","ARG","620439","Argentina","WLD"," World","Export",6,213.615,169.088,91.721,75.818
"H4","ARG","620441","Argentina","WLD"," World","Export",6,0.051,0.406,0.372,
"H4","ARG","620442","Argentina","WLD"," World","Export",6,280.875,273.994,105.628,79.222
"H4","ARG","620443","Argentina","WLD"," World","Export",6,361.109,324.315,658.017,383.432
"H4","ARG","620444","Argentina","WLD"," World","Export",6,262.061,110.123,133.949,153.357
"H4","ARG","620449","Argentina","WLD"," World","Export",6,75.937,91.144,76.18,75.492
"H4","ARG","620451","Argentina","WLD"," World","Export",6,0.083,0.018,0.718,
"H4","ARG","620452","Argentina","WLD"," World","Export",6,177.348,157.249,91.28,50.892
"H4","ARG","620453","Argentina","WLD"," World","Export",6,107.927,193.776,435.766,81.38
"H4","ARG","620459","Argentina","WLD"," World","Export",6,80.647,63.187,26.308,15.855
"H4","ARG","620461","Argentina","WLD"," World","Export",6,1.826,5.615,6.184,6.149
"H4","ARG","620462","Argentina","WLD"," World","Export",6,8359.36,6627.274,4773.412,2841.248
"H4","ARG","620463","Argentina","WLD"," World","Export",6,322.26,595.543,706.914,436.479
"H4","ARG","620469","Argentina","WLD"," World","Export",6,270.098,429.761,262.687,221.209
"H4","ARG","620520","Argentina","WLD"," World","Export",6,8750.309,6344.664,4872.061,4220.559
"H4","ARG","620530","Argentina","WLD"," World","Export",6,334.63,340.284,500.003,110.672
"H4","ARG","620590","Argentina","WLD"," World","Export",6,269.324,90.074,435.763,50.764
"H4","ARG","620610","Argentina","WLD"," World","Export",6,198.592,169.875,108.991,92.394
"H4","ARG","620620","Argentina","WLD"," World","Export",6,0.605,0.05,1.966,
"H4","ARG","620630","Argentina","WLD"," World","Export",6,1811.883,1292.32,768.673,659.53
"H4","ARG","620640","Argentina","WLD"," World","Export",6,1690.621,2138.217,1376.17,998.148
"H4","ARG","620690","Argentina","WLD"," World","Export",6,89.197,213.411,43.875,12.393
"H4","ARG","620711","Argentina","WLD"," World","Export",6,168.477,135.169,131.633,68.309
"H4","ARG","620719","Argentina","WLD"," World","Export",6,0.044,0.196,0.209,
"H4","ARG","620721","Argentina","WLD"," World","Export",6,2.562,0.997,1.647,0.212
"H4","ARG","620791","Argentina","WLD"," World","Export",6,1.625,0.227,,
"H4","ARG","620811","Argentina","WLD"," World","Export",6,,0.894,0.37,
"H4","ARG","620819","Argentina","WLD"," World","Export",6,,0.04,0.162,0.007
"H4","ARG","620821","Argentina","WLD"," World","Export",6,10.618,5.435,3.115,8.994
"H4","ARG","620822","Argentina","WLD"," World","Export",6,11.898,2.836,5.011,1.656
"H4","ARG","620829","Argentina","WLD"," World","Export",6,0.228,0.107,0.053,
"H4","ARG","620891","Argentina","WLD"," World","Export",6,28.009,30.605,26.171,27.302
"H4","ARG","620892","Argentina","WLD"," World","Export",6,7.489,5.911,4.066,1.018
"H4","ARG","620899","Argentina","WLD"," World","Export",6,0.051,,0.237,0.36
"H4","ARG","620920","Argentina","WLD"," World","Export",6,978.952,648.931,319.41,151.43
"H4","ARG","620930","Argentina","WLD"," World","Export",6,101.642,59.282,21.108,5.022
"H4","ARG","620990","Argentina","WLD"," World","Export",6,11.031,4.405,11.496,7.827
"H4","ARG","621010","Argentina","WLD"," World","Export",6,118.547,421.919,7.191,264.522
"H4","ARG","621020","Argentina","WLD"," World","Export",6,17.647,,,
"H4","ARG","621030","Argentina","WLD"," World","Export",6,2.651,1.11,0.011,2.82
"H4","ARG","621040","Argentina","WLD"," World","Export",6,56.548,36.113,17.917,34.26
"H4","ARG","621050","Argentina","WLD"," World","Export",6,88.258,14.38,19.47,42.871
"H4","ARG","621111","Argentina","WLD"," World","Export",6,111.231,23.784,36.322,27.073
"H4","ARG","621112","Argentina","WLD"," World","Export",6,6.205,3.825,1.245,0.524
"H4","ARG","621120","Argentina","WLD"," World","Export",6,13.486,2.899,7.918,11.534
"H4","ARG","621132","Argentina","WLD"," World","Export",6,254.419,121.396,113.19,325.526
"H4","ARG","621133","Argentina","WLD"," World","Export",6,774.052,528.28,802.318,168.747
"H4","ARG","621139","Argentina","WLD"," World","Export",6,7.177,,,
"H4","ARG","621142","Argentina","WLD"," World","Export",6,122.919,109.394,143.128,60.459
"H4","ARG","621143","Argentina","WLD"," World","Export",6,356.066,480.441,608.173,503.956
"H4","ARG","621149","Argentina","WLD"," World","Export",6,41.358,23.125,19.48,24.587
"H4","ARG","621210","Argentina","WLD"," World","Export",6,1115.99,1130.663,585.721,519.694
"H4","ARG","621220","Argentina","WLD"," World","Export",6,330.168,282.437,266.026,244.218
"H4","ARG","621230","Argentina","WLD"," World","Export",6,41.058,91.658,17.65,9.199
"H4","ARG","621290","Argentina","WLD"," World","Export",6,59.505,67.051,90.605,65.328
"H4","ARG","621320","Argentina","WLD"," World","Export",6,0.231,,0.05,
"H4","ARG","621390","Argentina","WLD"," World","Export",6,1.377,0.154,0.218,0.321
"H4","ARG","621410","Argentina","WLD"," World","Export",6,12.789,4.638,4.896,3.963
"H4","ARG","621420","Argentina","WLD"," World","Export",6,13.276,2.143,4.556,1.133
"H4","ARG","621430","Argentina","WLD"," World","Export",6,206.22,252.278,96.776,39.561
"H4","ARG","621440","Argentina","WLD"," World","Export",6,56.582,49.9,22.76,24.474
"H4","ARG","621490","Argentina","WLD"," World","Export",6,20.297,23.848,5.698,8.395
"H4","ARG","621510","Argentina","WLD"," World","Export",6,52.621,4.413,7.762,1.061
"H4","ARG","621520","Argentina","WLD"," World","Export",6,24.52,5.957,9.111,2.747
"H4","ARG","621590","Argentina","WLD"," World","Export",6,0.845,0.648,0.147,0.053
"H4","ARG","621600","Argentina","WLD"," World","Export",6,47.364,56.021,40.371,29.464
"H4","ARG","621710","Argentina","WLD"," World","Export",6,395.44,134.355,75.08,30.491
"H4","ARG","621790","Argentina","WLD"," World","Export",6,834.655,886.977,554.604,453.226
"H4","ARG","630110","Argentina","WLD"," World","Export",6,10.42,3.305,6.981,5.788
"H4","ARG","630120","Argentina","WLD"," World","Export",6,24.272,8.72,4.998,17.928
"H4","ARG","630130","Argentina","WLD"," World","Export",6,64.005,54.533,20.34,31.437
"H4","ARG","630140","Argentina","WLD"," World","Export",6,394.922,69.162,64.118,77.729
"H4","ARG","630190","Argentina","WLD"," World","Export",6,1.663,9.947,0.603,1.025
"H4","ARG","630210","Argentina","WLD"," World","Export",6,1.9,0.855,0.649,6.414
"H4","ARG","630221","Argentina","WLD"," World","Export",6,758.201,648.766,970.972,581.879
"H4","ARG","630222","Argentina","WLD"," World","Export",6,786.125,512.186,350.694,477.96
"H4","ARG","630229","Argentina","WLD"," World","Export",6,0.005,,,
"H4","ARG","630231","Argentina","WLD"," World","Export",6,1477.053,1118.866,1639.141,1469.124
"H4","ARG","630232","Argentina","WLD"," World","Export",6,485.113,905.7,219.188,379.327
"H4","ARG","630239","Argentina","WLD"," World","Export",6,4.819,2.069,34.928,16.798
"H4","ARG","630240","Argentina","WLD"," World","Export",6,1.713,0.346,1.465,2.544
"H4","ARG","630251","Argentina","WLD"," World","Export",6,68.004,52.378,96.061,81.512
"H4","ARG","630253","Argentina","WLD"," World","Export",6,69.51,38.37,55.576,48.004
"H4","ARG","630259","Argentina","WLD"," World","Export",6,5.609,3.022,29.111,3.65
"H4","ARG","630260","Argentina","WLD"," World","Export",6,284.424,666.555,268.637,111.829
"H4","ARG","630291","Argentina","WLD"," World","Export",6,7.946,17.327,13.555,11.767
"H4","ARG","630293","Argentina","WLD"," World","Export",6,11.072,22.336,4.494,2.679
"H4","ARG","630299","Argentina","WLD"," World","Export",6,0.553,2.722,15.963,1.161
"H4","ARG","630312","Argentina","WLD"," World","Export",6,316.789,382.155,214.079,100.821
"H4","ARG","630319","Argentina","WLD"," World","Export",6,54.63,40.753,5.138,10.189
"H4","ARG","630391","Argentina","WLD"," World","Export",6,126.556,153.665,80.817,56.618
"H4","ARG","630392","Argentina","WLD"," World","Export",6,529.803,430.546,342.621,235.252
"H4","ARG","630399","Argentina","WLD"," World","Export",6,130.268,35.389,6.823,5.469
"H4","ARG","630411","Argentina","WLD"," World","Export",6,,0.104,0.01,0.024
"H4","ARG","630419","Argentina","WLD"," World","Export",6,34.017,66.574,29.317,33.583
"H4","ARG","630491","Argentina","WLD"," World","Export",6,3.99,0.876,0.448,8.456
"H4","ARG","630492","Argentina","WLD"," World","Export",6,108.244,83.286,85.808,138.164
"H4","ARG","630493","Argentina","WLD"," World","Export",6,30.249,40.318,6.126,16.26
"H4","ARG","630499","Argentina","WLD"," World","Export",6,1.474,2.093,,0.599
"H4","ARG","630510","Argentina","WLD"," World","Export",6,0.179,0.864,0.269,
"H4","ARG","630520","Argentina","WLD"," World","Export",6,1.303,20.968,4.19,2.469
"H4","ARG","630532","Argentina","WLD"," World","Export",6,307.658,134.787,72.592,168.885
"H4","ARG","630533","Argentina","WLD"," World","Export",6,428.42,742.116,491.223,934.455
"H4","ARG","630539","Argentina","WLD"," World","Export",6,70.277,82.874,37.99,28.144
"H4","ARG","630590","Argentina","WLD"," World","Export",6,12.786,16.003,15.06,24.776
"H4","ARG","630612","Argentina","WLD"," World","Export",6,642.979,38.534,77.137,44.815
"H4","ARG","630619","Argentina","WLD"," World","Export",6,44.774,71.79,21.504,44.027
"H4","ARG","630622","Argentina","WLD"," World","Export",6,71.109,83.238,85.841,59.204
"H4","ARG","630629","Argentina","WLD"," World","Export",6,0.4,,8.6,
"H4","ARG","630630","Argentina","WLD"," World","Export",6,1032.247,901.879,509.651,453.247
"H4","ARG","630640","Argentina","WLD"," World","Export",6,1.2,,,
"H4","ARG","630690","Argentina","WLD"," World","Export",6,12.153,1.052,0.903,2.514
"H4","ARG","630710","Argentina","WLD"," World","Export",6,465.73,462.062,546.123,556.838
"H4","ARG","630720","Argentina","WLD"," World","Export",6,28.831,48.811,28.086,10.059
"H4","ARG","630790","Argentina","WLD"," World","Export",6,3333.953,3668.088,2571.075,2131.472
"H4","ARG","630900","Argentina","WLD"," World","Export",6,6.471,5.048,3.239,54.798
"H4","ARG","631010","Argentina","WLD"," World","Export",6,1.748,,,
"H4","ARG","631090","Argentina","WLD"," World","Export",6,28.416,6.637,0.003,
"H4","ARG","640110","Argentina","WLD"," World","Export",6,0.057,4.802,,2.04
"H4","ARG","640192","Argentina","WLD"," World","Export",6,1073.761,1044.006,643.33,654.627
"H4","ARG","640199","Argentina","WLD"," World","Export",6,30.908,53.326,0.499,1.281
"H4","ARG","640219","Argentina","WLD"," World","Export",6,166.861,11.426,195.704,3.256
"H4","ARG","640220","Argentina","WLD"," World","Export",6,45.582,46.083,39.867,17.97
"H4","ARG","640291","Argentina","WLD"," World","Export",6,123.813,43.205,32.863,59.474
"H4","ARG","640299","Argentina","WLD"," World","Export",6,8355.608,8518.691,1636.451,201.211
"H4","ARG","640312","Argentina","WLD"," World","Export",6,0.1,,,
"H4","ARG","640319","Argentina","WLD"," World","Export",6,159.406,241.603,63.684,22.484
"H4","ARG","640320","Argentina","WLD"," World","Export",6,13.846,,10.22,11.35
"H4","ARG","640340","Argentina","WLD"," World","Export",6,342.964,571.923,87.609,53.675
"H4","ARG","640351","Argentina","WLD"," World","Export",6,780.51,458.776,522.607,420.628
"H4","ARG","640359","Argentina","WLD"," World","Export",6,915.143,681.201,415.575,575.018
"H4","ARG","640391","Argentina","WLD"," World","Export",6,3716.112,1519.938,1847.044,1073.198
"H4","ARG","640399","Argentina","WLD"," World","Export",6,4340.202,2620.126,2751.329,2401.751
"H4","ARG","640411","Argentina","WLD"," World","Export",6,188.106,30.263,1190.204,14.955
"H4","ARG","640419","Argentina","WLD"," World","Export",6,5887.424,3208.495,1703.421,1830.135
"H4","ARG","640420","Argentina","WLD"," World","Export",6,93.909,85.523,224.868,156.438
"H4","ARG","640510","Argentina","WLD"," World","Export",6,50.599,40.124,44.608,49.294
"H4","ARG","640520","Argentina","WLD"," World","Export",6,941.836,622.945,362.725,320.187
"H4","ARG","640590","Argentina","WLD"," World","Export",6,12.793,6.252,3.007,4.574
"H4","ARG","640610","Argentina","WLD"," World","Export",6,580.075,534.547,420.92,420.37
"H4","ARG","640620","Argentina","WLD"," World","Export",6,2277.27,2106.826,1629.635,1380.431
"H4","ARG","640690","Argentina","WLD"," World","Export",6,1363.612,966.375,1298.93,390.63
"H4","ARG","650100","Argentina","WLD"," World","Export",6,0.233,7.47,,
"H4","ARG","650400","Argentina","WLD"," World","Export",6,26.496,5.346,5.727,2.275
"H4","ARG","650500","Argentina","WLD"," World","Export",6,519.708,357.832,303.208,147.919
"H4","ARG","650610","Argentina","WLD"," World","Export",6,847.454,420.537,357.137,259.144
"H4","ARG","650691","Argentina","WLD"," World","Export",6,13.794,21.228,9.957,27.02
"H4","ARG","650699","Argentina","WLD"," World","Export",6,639.153,454.824,433.653,321.187
"H4","ARG","650700","Argentina","WLD"," World","Export",6,252.203,165.04,160.289,166.191
"H4","ARG","660110","Argentina","WLD"," World","Export",6,226.527,115.126,40.415,52.484
"H4","ARG","660191","Argentina","WLD"," World","Export",6,3.053,2.034,1.826,1.29
"H4","ARG","660199","Argentina","WLD"," World","Export",6,87.401,23.383,28.173,15.11
"H4","ARG","660200","Argentina","WLD"," World","Export",6,41.511,10.855,11.34,13.806
"H4","ARG","660320","Argentina","WLD"," World","Export",6,,4.695,,
"H4","ARG","660390","Argentina","WLD"," World","Export",6,20.963,6.867,8.458,1.165
"H4","ARG","670100","Argentina","WLD"," World","Export",6,248.181,3.15,230.5,0.5
"H4","ARG","670210","Argentina","WLD"," World","Export",6,8.62,4.346,0.504,0.022
"H4","ARG","670290","Argentina","WLD"," World","Export",6,17.349,4.77,0.689,14.934
"H4","ARG","670300","Argentina","WLD"," World","Export",6,73.613,32.18,76.52,94.65
"H4","ARG","670419","Argentina","WLD"," World","Export",6,25.676,2.946,40.952,2.012
"H4","ARG","670420","Argentina","WLD"," World","Export",6,,16.77,18.45,
"H4","ARG","670490","Argentina","WLD"," World","Export",6,2.046,0.104,0.129,0.401
"H4","ARG","680100","Argentina","WLD"," World","Export",6,586.429,320.862,403.386,261.856
"H4","ARG","680210","Argentina","WLD"," World","Export",6,56.094,27.853,14.858,7.836
"H4","ARG","680221","Argentina","WLD"," World","Export",6,27.165,5.17,33.157,48.782
"H4","ARG","680223","Argentina","WLD"," World","Export",6,,0.068,0.01,0.14
"H4","ARG","680229","Argentina","WLD"," World","Export",6,707.57,1106.95,827.557,685.581
"H4","ARG","680291","Argentina","WLD"," World","Export",6,168.278,195.844,19.133,16.147
"H4","ARG","680292","Argentina","WLD"," World","Export",6,,,,0.294
"H4","ARG","680293","Argentina","WLD"," World","Export",6,1993.897,2070.356,1507.643,955.836
"H4","ARG","680299","Argentina","WLD"," World","Export",6,17.453,48.253,21.441,2.043
"H4","ARG","680300","Argentina","WLD"," World","Export",6,30.686,101.555,287.075,1022.428
"H4","ARG","680410","Argentina","WLD"," World","Export",6,40.804,61.753,44.7,55.21
"H4","ARG","680421","Argentina","WLD"," World","Export",6,274.913,354.258,302.86,336.91
"H4","ARG","680422","Argentina","WLD"," World","Export",6,9572.858,6992.884,7962.348,7142.687
"H4","ARG","680423","Argentina","WLD"," World","Export",6,10.907,11.736,9.003,3.98
"H4","ARG","680430","Argentina","WLD"," World","Export",6,18.802,13.065,14.204,6.095
"H4","ARG","680510","Argentina","WLD"," World","Export",6,513.615,452.543,124.756,237.398
"H4","ARG","680520","Argentina","WLD"," World","Export",6,1144.071,1064.789,512.354,270.341
"H4","ARG","680530","Argentina","WLD"," World","Export",6,990.021,1132.874,2210.681,1750.159
"H4","ARG","680610","Argentina","WLD"," World","Export",6,385.42,306.455,32.755,19.922
"H4","ARG","680620","Argentina","WLD"," World","Export",6,1355.188,1547.223,1968.899,631.839
"H4","ARG","680690","Argentina","WLD"," World","Export",6,535.995,939.319,533.544,204.627
"H4","ARG","680710","Argentina","WLD"," World","Export",6,25485.283,23428.221,18414.969,12705.415
"H4","ARG","680790","Argentina","WLD"," World","Export",6,987.547,421.5,28.65,40.093
"H4","ARG","680800","Argentina","WLD"," World","Export",6,,0.825,0.271,0.195
"H4","ARG","680911","Argentina","WLD"," World","Export",6,21580.996,22313.504,18079.486,16461.59
"H4","ARG","680919","Argentina","WLD"," World","Export",6,51.964,153.227,155.209,675.356
"H4","ARG","680990","Argentina","WLD"," World","Export",6,4.311,8.011,12.732,86.404
"H4","ARG","681011","Argentina","WLD"," World","Export",6,165.297,155.758,242.686,212.031
"H4","ARG","681019","Argentina","WLD"," World","Export",6,2894.589,3350.677,3085.532,2545.653
"H4","ARG","681091","Argentina","WLD"," World","Export",6,137.436,393.549,121.181,929.107
"H4","ARG","681099","Argentina","WLD"," World","Export",6,393.843,233.725,318.6,316.32
"H4","ARG","681181","Argentina","WLD"," World","Export",6,194.114,19.2,,
"H4","ARG","681182","Argentina","WLD"," World","Export",6,1032.898,730.276,772.654,1058.663
"H4","ARG","681189","Argentina","WLD"," World","Export",6,23.292,36.861,6.294,13.176
"H4","ARG","681293","Argentina","WLD"," World","Export",6,0.367,,,
"H4","ARG","681299","Argentina","WLD"," World","Export",6,0.685,0.168,0.585,0.139
"H4","ARG","681320","Argentina","WLD"," World","Export",6,0.195,3.12,0.26,0.335
"H4","ARG","681381","Argentina","WLD"," World","Export",6,561.235,255.439,122.951,187.882
"H4","ARG","681389","Argentina","WLD"," World","Export",6,171.821,164.598,144.069,118.844
"H4","ARG","681410","Argentina","WLD"," World","Export",6,,0.432,,
"H4","ARG","681490","Argentina","WLD"," World","Export",6,1.354,0.741,0.689,2.437
"H4","ARG","681510","Argentina","WLD"," World","Export",6,227.237,251.569,161.145,177.589
"H4","ARG","681591","Argentina","WLD"," World","Export",6,1065.323,669.821,209.456,279.793
"H4","ARG","681599","Argentina","WLD"," World","Export",6,865.678,460.051,175.557,82.068
"H4","ARG","690100","Argentina","WLD"," World","Export",6,1.106,,1.594,
"H4","ARG","690210","Argentina","WLD"," World","Export",6,120.077,17.344,273.27,124.272
"H4","ARG","690220","Argentina","WLD"," World","Export",6,2464.954,2193.728,1525.448,1287.908
"H4","ARG","690290","Argentina","WLD"," World","Export",6,34.562,40.098,609.541,74.111
"H4","ARG","690310","Argentina","WLD"," World","Export",6,20.047,22.19,19.028,4.155
"H4","ARG","690320","Argentina","WLD"," World","Export",6,1084.546,725.645,860.956,821.262
"H4","ARG","690390","Argentina","WLD"," World","Export",6,42.73,27.067,58.545,64.715
"H4","ARG","690410","Argentina","WLD"," World","Export",6,17.55,98.117,291.356,318.415
"H4","ARG","690510","Argentina","WLD"," World","Export",6,730.169,455.041,444.575,281.447
"H4","ARG","690590","Argentina","WLD"," World","Export",6,90.736,72.461,65.234,27.427
"H4","ARG","690600","Argentina","WLD"," World","Export",6,46.785,0.006,7.59,0.317
"H4","ARG","690790","Argentina","WLD"," World","Export",6,6454.199,10121.486,7456.812,4638.58
"H4","ARG","690890","Argentina","WLD"," World","Export",6,19545.519,10643.106,12176.839,12055.994
